AgentId,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q08,Q09,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30
MINNG0105,36-45,Male,20+,Yes,A lot,Maintained,Significant,Never,None,Negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,No,No,Athletics,International team,Always,Family,A lot,Yes,Local festivities,Traditional music,Frequently
MINNG0106,36-45,Male,20+,Yes,A lot,Maintained,Slight,Never,None,Negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,No,Athletics,International team,Never,Family,A lot,Yes,Local festivities,Traditional music,Frequently
MINNG0107,46-60,Male,20+,Yes,A lot,Maintained,Slight,Never,None,Negative,Yes,Very important,A little,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,No,Athletics,International team,Never,Family,A lot,Yes,Local festivities,Traditional music,Frequently
MINNG0108,36-45,Male,20+,Yes,A lot,Maintained,Slight,Never,None,Negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,No,Athletics,International team,Never,Family,A lot,Yes,Local festivities,Traditional music,Frequently
MINNG0109,46-60,Female,20+,Yes,A lot,Maintained,Slight,Never,None,Negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,No,Athletics,International team,Never,Family,A lot,Yes,Local festivities,Traditional music,Frequently
MINNG0110,36-45,Male,20+,Yes,A lot,Maintained,Slight,Never,None,Negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,No,Athletics,International team,Never,Family,A lot,Yes,Local festivities,Traditional music,Frequently
MINNG0111,36-45,Male,20+,Yes,A lot,Maintained,Slight,Never,None,Negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,No,Athletics,International team,Never,Family,A lot,Yes,Local festivities,Traditional music,Frequently
MINNG0112,36-45,Male,20+,Yes,A lot,Maintained,Slight,Never,None,Negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Maybe,No,Athletics,International team,Never,Family,A lot,Yes,Local festivities,Traditional music,Frequently
MINNG0113,36-45,Male,20+,Yes,A lot,Maintained,Slight,Never,None,Negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,No,Athletics,International team,Never,Family,Moderately,Yes,Local festivities,Traditional music,Frequently
MINNG0114,18-25,Male,20+,Yes,A lot,Maintained,Slight,Never,None,Negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,No,Athletics,Does not follow football,Never,Family,A lot,No,Local festivities,Traditional music,Frequently
MINNG0115,60+,Female,20+,Yes,A lot,Maintained,Slight,Never,None,Negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,No,Athletics,Does not follow football,Never,Family,Moderately,Yes,Religious events,Traditional music,Frequently
MINNG0116,46-60,Female,20+,Yes,A lot,Maintained,Slight,Never,None,Negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,No,Athletics,Does not follow football,Never,Family,Moderately,No,Religious events,Traditional music,Frequently
MINNG0117,36-45,Female,20+,Yes,A lot,Maintained,Slight,Never,None,Negative,Yes,Very important,Not at all,Against,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,No,Athletics,Does not follow football,Never,Family,Moderately,Yes,Religious events,Traditional music,Frequently
MINNG0118,36-45,Female,20+,Yes,A lot,Maintained,Slight,Never,None,Negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Maybe,No,Athletics,Does not follow football,Never,Family,Moderately,Yes,Religious events,Traditional music,Frequently
MINNG0119,60+,Female,20+,Yes,A lot,Maintained,Slight,Never,None,Negative,Yes,Very important,Not at all,Against,Never,Yes,Environmental impact,Totally compatible,Yes,Maybe,No,Athletics,Does not follow football,Never,Family,Moderately,No,Religious events,Popular music,Frequently
MINNG0120,60+,Female,20+,Yes,A lot,Maintained,Slight,Never,None,Negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Maybe,No,Athletics,Does not follow football,Never,Family,Moderately,No,Religious events,Traditional music,Frequently
MINNG0121,60+,Male,20+,Yes,A lot,Maintained,Slight,Never,None,Negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Maybe,No,Football,Does not follow football,Never,Family,A lot,Yes,Religious events,Traditional music,Frequently
MINNG0122,60+,Female,20+,Yes,A lot,Maintained,Slight,Never,None,Negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Maybe,No,Football,Does not follow football,Never,Family,A lot,Yes,Local festivities,Traditional music,Frequently
MINNG0123,60+,Male,20+,Yes,A lot,Maintained,Slight,Never,None,Negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Maybe,No,Football,Does not follow football,Always,Family,A lot,Yes,Local festivities,Traditional music,Frequently
MINNG0124,18-25,Male,20+,Yes,A lot,Maintained,Slight,Never,None,Negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,A little compatible,Yes,Yes,No,Football,International team,Never,Family,A lot,Yes,Local festivities,Traditional music,Frequently
MINNG0125,36-45,Male,20+,Yes,A lot,Maintained,Slight,Never,None,Negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Maybe,No,Football,International team,Never,Family,A lot,Yes,Local festivities,Traditional music,Frequently
MINNG0126,36-45,Male,20+,Yes,A lot,Maintained,Slight,Never,None,Negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Maybe,No,Football,International team,Always,Family,A lot,Yes,Local festivities,Traditional music,Frequently
MINNG0127,36-45,Male,20+,Yes,A lot,Maintained,Slight,Never,None,Negative,Yes,Very important,Not at all,Unsure,Always,No,Environmental impact,Totally compatible,Yes,No,No,Football,International team,Always,Family,A lot,Yes,Local festivities,Traditional music,Frequently
MINNG0128,18-25,Male,20+,Yes,Not at all,Maintained,Slight,Never,None,Negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,No,Football,International team,Always,Family,A lot,Yes,Local festivities,Traditional music,Frequently
MINNG0129,60+,Male,20+,Yes,Not at all,Maintained,Slight,Never,None,Negative,Yes,Very important,Not at all,Unsure,Always,Yes,Environmental impact,Totally compatible,Yes,No,No,Football,International team,Always,Family,Moderately,Yes,Local festivities,Traditional music,Frequently
MINNG0130,60+,Female,20+,Yes,Not at all,Maintained,Slight,Never,None,Negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Maybe,Yes,Football,International team,Always,Family,Moderately,Yes,Local festivities,Traditional music,Frequently
MINNG0131,36-45,Male,20+,Yes,A little,Maintained,Slight,Never,None,Negative,Yes,Very important,Not at all,Unsure,Always,Yes,Environmental impact,Totally compatible,Yes,No,Yes,Football,International team,Always,Family,Moderately,Yes,Local festivities,Traditional music,Frequently
MINNG0132,36-45,Male,20+,Yes,A little,Maintained,Slight,Never,None,Negative,Yes,Very important,A little,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,International team,Never,Family,Moderately,Yes,Local festivities,Traditional music,Frequently
MINNG0133,18-25,Male,20+,Yes,A little,Maintained,Slight,Never,None,Negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,Does not follow football,Always,Family,A lot,Yes,Local festivities,Traditional music,Frequently
MINNG0134,46-60,Female,20+,Yes,A lot,Maintained,Slight,Never,None,Negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,Does not follow football,Never,Family,Moderately,Yes,Local festivities,Traditional music,Frequently
MINNG0135,46-60,Female,20+,Yes,A lot,Maintained,Slight,Never,None,Negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,Does not follow football,Always,Family,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0136,46-60,Male,20+,Yes,A lot,Maintained,Slight,Never,None,Very positive,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,Does not follow football,Always,Family,Moderately,Yes,Religious events,Traditional music,Frequently
MINNG0137,18-25,Male,20+,Yes,A lot,Maintained,Slight,Never,None,Very positive,Yes,Very important,Not at all,Against,Always,No,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,Does not follow football,Always,Family,A little,Yes,Local festivities,Traditional music,Frequently
MINNG0138,46-60,Male,20+,Yes,A lot,Maintained,Slight,Never,None,Very positive,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,Does not follow football,Always,Family,A little,No,Local festivities,Traditional music,Frequently
MINNG0139,46-60,Male,20+,Yes,A lot,Maintained,Slight,Never,None,Very positive,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,Does not follow football,Always,Friends,A little,No,Sports events,Traditional music,Frequently
MINNG0140,46-60,Female,20+,Yes,A lot,Maintained,Slight,Rarely,None,Very positive,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Maybe,Yes,Football,Does not follow football,Always,Friends,A little,No,Local festivities,Traditional music,Frequently
MINNG0141,46-60,Male,20+,Yes,Moderately,Maintained,Slight,Rarely,None,Very positive,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,Does not follow football,Always,Friends,A little,No,Religious events,Traditional music,Frequently
MINNG0142,36-45,Male,20+,Yes,Moderately,Maintained,Slight,Rarely,None,Very positive,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,No,Yes,Football,Does not follow football,Always,Friends,A little,Yes,Local festivities,Traditional music,Frequently
MINNG0143,36-45,Male,20+,Yes,Moderately,Maintained,Slight,Rarely,None,Very positive,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Maybe,Yes,Football,Does not follow football,Always,Friends,A little,Yes,Local festivities,Traditional music,Frequently
MINNG0144,36-45,Male,20+,Yes,Moderately,Maintained,Slight,Rarely,None,Very positive,Yes,Very important,Not at all,Against,Always,No,Environmental impact,Totally compatible,Yes,Maybe,Yes,Football,Does not follow football,Always,Friends,A little,No,Local festivities,Traditional music,Frequently
MINNG0145,46-60,Male,20+,Yes,Moderately,Improved,Slight,Rarely,None,Very positive,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,No,Football,International team,Always,Friends,A little,Yes,Local festivities,Traditional music,Frequently
MINNG0146,46-60,Female,20+,Yes,Moderately,Improved,Slight,Rarely,None,Very positive,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,No,Football,International team,Always,Friends,A little,No,Local festivities,Traditional music,Frequently
MINNG0147,46-60,Other,20+,Yes,Moderately,Improved,Slight,Rarely,None,Very positive,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,No,Football,International team,Rarely,Friends,A little,Yes,Local festivities,Traditional music,Frequently
MINNG0148,60+,Other,20+,Yes,Moderately,Improved,Slight,Rarely,None,Very positive,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,No,Football,International team,Rarely,Friends,A lot,No,Local festivities,Traditional music,Frequently
MINNG0149,60+,Other,20+,Yes,Moderately,Improved,Slight,Rarely,None,Very positive,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,International team,Rarely,Friends,A lot,Yes,Local festivities,Traditional music,Frequently
MINNG0150,60+,Male,20+,Yes,Moderately,Improved,Slight,Rarely,None,Very positive,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,International team,Rarely,Friends,A lot,Yes,Local festivities,Traditional music,Frequently
MINNG0151,60+,Male,20+,Yes,Moderately,Improved,Slight,Rarely,None,Very positive,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,No,Basketball,International team,Never,Friends,A lot,No,Local festivities,Popular music,Frequently
MINNG0152,60+,Male,20+,Yes,Moderately,Improved,Slight,Rarely,None,Very positive,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,A little compatible,Yes,No,No,Basketball,International team,Never,Friends,A lot,Yes,Local festivities,Popular music,Frequently
MINNG0153,60+,Male,20+,Yes,Moderately,Improved,Slight,Rarely,None,Very positive,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,No,Yes,Basketball,International team,Always,Friends,A lot,Yes,Local festivities,Traditional music,Frequently
MINNG0154,60+,Female,20+,Yes,Moderately,Improved,Slight,Rarely,None,Very positive,Yes,Very important,Not at all,Against,Always,No,Environmental impact,Totally compatible,Yes,Maybe,No,Basketball,International team,Always,Friends,A little,Yes,Local festivities,Traditional music,Frequently
MINNG0155,60+,Female,20+,Yes,Not at all,Improved,Slight,Rarely,None,Very positive,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,No,No,Basketball,International team,Always,Friends,A little,Yes,Local festivities,Traditional music,Frequently
MINNG0156,60+,Female,20+,Yes,Not at all,Improved,Slight,Rarely,None,Very positive,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Basketball,International team,Always,Friends,A little,Yes,Local festivities,Popular music,Frequently
MINNG0157,60+,Female,20+,Yes,Not at all,Improved,Slight,Rarely,None,Very positive,Yes,Important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Maybe,Yes,Basketball,International team,Always,Friends,A little,Yes,Local festivities,Popular music,Frequently
MINNG0158,36-45,Female,20+,Yes,A little,Improved,Slight,Rarely,None,Very positive,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Maybe,Yes,Basketball,International team,Always,Friends,A little,Yes,Local festivities,Popular music,Frequently
MINNG0159,36-45,Female,20+,Yes,A little,Improved,Slight,Rarely,None,Very positive,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Maybe,Yes,Football,International team,Always,Friends,A lot,Yes,Local festivities,Popular music,Frequently
MINNG0160,36-45,Male,20+,Yes,A lot,Improved,Slight,Rarely,None,Very positive,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Maybe,Yes,Football,International team,Always,Friends,A little,Yes,Local festivities,Popular music,Frequently
MINNG0161,36-45,Male,20+,Yes,A lot,Improved,Slight,Rarely,None,Very positive,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Maybe,Yes,Football,International team,Always,Friends,A little,Yes,Local festivities,Popular music,Frequently
MINNG0162,36-45,Female,20+,Yes,A lot,Improved,Slight,Rarely,None,Very positive,Yes,Very important,Not at all,Against,Always,Yes,Community opinion,Totally compatible,Yes,Maybe,Yes,Football,International team,Always,Friends,A little,Yes,Local festivities,Popular music,Frequently
MINNG0163,60+,No response,20+,Yes,A lot,Improved,Slight,Rarely,None,Very positive,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,International team,Always,Friends,A little,Yes,Local festivities,Popular music,Frequently
MINNG0164,36-45,Other,20+,Yes,A lot,Improved,Slight,Rarely,None,Very positive,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,International team,Always,Friends,A lot,Yes,Local festivities,Popular music,Frequently
MINNG0165,60+,Other,20+,Yes,A lot,Improved,Slight,Rarely,None,Very positive,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Basketball,Does not follow football,Always,Friends,A little,Yes,Local festivities,Traditional music,Frequently
MINNG0166,60+,Female,20+,Yes,A lot,Improved,Slight,Rarely,None,Very positive,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,Does not follow football,Always,Friends,A lot,Yes,Local festivities,Popular music,Frequently
MINNG0167,60+,Male,20+,Yes,A lot,Improved,Slight,Rarely,None,Very positive,Yes,Very important,Not at all,Against,Always,Yes,Community opinion,Totally compatible,Yes,Yes,Yes,Basketball,Does not follow football,Rarely,Friends,A little,Yes,Local festivities,Popular music,Frequently
MINNG0168,60+,Male,20+,Yes,A lot,Improved,Slight,Rarely,None,Very positive,Yes,Very important,Not at all,Against,Always,No,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,Does not follow football,Rarely,Friends,A little,Yes,Local festivities,Popular music,Frequently
MINNG0169,60+,Female,20+,Yes,A lot,Improved,Slight,Rarely,None,Very positive,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Basketball,International team,Never,Friends,A little,Yes,Local festivities,Popular music,Frequently
MINNG0170,60+,Female,20+,Yes,A lot,Improved,Slight,Rarely,None,Very positive,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,Does not follow football,Never,Friends,A little,Yes,Local festivities,Popular music,Frequently
MINNG0171,46-60,Female,20+,Yes,A lot,Improved,Slight,Sometimes,None,Very positive,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Basketball,Does not follow football,Never,Friends,A lot,Yes,Local festivities,Traditional music,Frequently
MINNG0172,46-60,Female,20+,Yes,A lot,Improved,Slight,Sometimes,None,Very positive,Yes,Important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,International team,Rarely,Friends,A lot,Yes,Local festivities,Traditional music,Frequently
MINNG0173,46-60,Male,20+,Yes,A lot,Worsened,Slight,Sometimes,None,Very positive,Yes,Important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Basketball,Does not follow football,Rarely,Friends,A lot,Yes,Local festivities,Traditional music,Frequently
MINNG0174,36-45,Female,20+,Yes,A lot,Worsened,Slight,Sometimes,None,Very positive,Yes,Important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Basketball,International team,Rarely,Friends,A lot,Yes,Local festivities,Traditional music,Frequently
MINNG0175,26-35,Female,20+,Yes,A lot,Worsened,Slight,Sometimes,None,Very positive,Yes,Important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Basketball,Does not follow football,Rarely,Friends,A lot,Yes,Religious events,Popular music,Frequently
MINNG0176,26-35,Female,20+,Yes,A lot,Worsened,Slight,Sometimes,None,Very positive,Yes,Important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Basketball,Does not follow football,Rarely,Friends,A lot,Yes,Religious events,Popular music,Frequently
MINNG0177,26-35,Male,20+,Yes,A lot,Worsened,Slight,Sometimes,None,Very positive,Yes,Important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Basketball,Does not follow football,Rarely,Friends,A lot,Yes,Religious events,Popular music,Frequently
MINNG0178,26-35,Female,20+,Yes,A lot,Worsened,Slight,Sometimes,None,Very positive,Yes,Important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,Does not follow football,Rarely,Friends,A lot,Yes,Religious events,Popular music,Frequently
MINNG0179,26-35,Female,20+,Yes,A lot,Worsened,Slight,Sometimes,None,Very positive,Yes,Important,Not at all,Unsure,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,Does not follow football,Rarely,Friends,A lot,Yes,Religious events,Traditional music,Frequently
MINNG0180,26-35,Male,20+,Yes,A lot,Worsened,Slight,Sometimes,None,Very positive,Yes,Important,Not at all,Unsure,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Basketball,Does not follow football,Rarely,Friends,A lot,Yes,Religious events,Traditional music,Frequently
MINNG0181,26-35,Female,20+,Yes,A lot,Worsened,Slight,Sometimes,None,Very positive,Yes,Important,Not at all,Unsure,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,International team,Rarely,Friends,A little,Yes,Sports events,Traditional music,Frequently
MINNG0182,18-25,Female,20+,Yes,A lot,Worsened,Slight,Sometimes,None,Very positive,Yes,Important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,Does not follow football,Rarely,Friends,A little,Yes,Sports events,Traditional music,Occasionally
MINNG0183,18-25,Female,20+,Yes,A lot,Worsened,Slight,Sometimes,None,Very positive,Yes,Important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Basketball,International team,Rarely,Friends,A little,Yes,Sports events,Traditional music,Occasionally
MINNG0184,18-25,Female,20+,Yes,A lot,Worsened,Slight,Sometimes,None,Very positive,Yes,Important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,Does not follow football,Rarely,Friends,A little,Yes,Sports events,Traditional music,Frequently
MINNG0185,18-25,Female,20+,Yes,A lot,Worsened,Slight,Sometimes,None,Very positive,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Totally compatible,No,Yes,Yes,Football,Does not follow football,Sometimes,Alone,Not at all,Yes,None,Varied,Frequently
MINNG0186,18-25,Female,5-10,Yes,A lot,Worsened,Slight,Sometimes,None,Very positive,Yes,Very important,Not at all,Against,Always,No,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,Does not follow football,Rarely,Neighbours,Not at all,Yes,Community meetings,Popular music,Occasionally
MINNG0187,36-45,Female,20+,Yes,A lot,Worsened,Slight,Sometimes,None,Very positive,Yes,Very important,Not at all,Against,Always,No,Environmental impact,Totally compatible,Yes,Yes,No,Football,Does not follow football,Sometimes,Alone,Not at all,Yes,None,Varied,Occasionally
MINNG0188,36-45,Other,5-10,Yes,Moderately,Worsened,Significant,Sometimes,None,Very positive,Yes,Very important,Moderately,Unsure,Never,Depends,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Family,A lot,Yes,None,Popular music,Frequently
MINNG0189,36-45,Other,<5,Yes,Moderately,Worsened,Significant,Sometimes,None,Very positive,Yes,Very important,Moderately,Unsure,Never,Depends,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Family,A lot,Yes,None,Popular music,Frequently
MINNG0190,36-45,Other,<5,Yes,Moderately,Worsened,Significant,Sometimes,None,Very positive,Yes,Very important,Moderately,Unsure,Never,Depends,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Family,A lot,Yes,None,Popular music,Frequently
MINNG0191,36-45,Other,<5,Yes,Moderately,Worsened,Significant,Sometimes,None,Very positive,Yes,Very important,Moderately,Unsure,Never,Depends,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Family,A lot,Yes,None,Popular music,Frequently
MINNG0192,36-45,Female,<5,Yes,Moderately,Worsened,Significant,Rarely,None,Very positive,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Family,A lot,Yes,Community meetings,Popular music,Frequently
MINNG0193,36-45,Female,<5,Yes,Moderately,Worsened,Significant,Rarely,None,Very positive,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Family,A lot,Yes,Community meetings,Popular music,Frequently
MINNG0194,36-45,Female,5-10,Yes,Moderately,Worsened,Significant,Rarely,None,Very positive,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Family,A lot,Yes,Community meetings,Popular music,Frequently
MINNG0195,36-45,Female,5-10,Yes,Moderately,Worsened,Significant,Rarely,None,Very positive,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Family,A lot,Yes,Community meetings,Popular music,Frequently
MINNG0196,36-45,Female,5-10,Yes,Moderately,Worsened,Significant,Rarely,None,Very positive,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Family,A lot,Yes,Community meetings,Popular music,Frequently
MINNG0197,36-45,Female,5-10,Yes,Moderately,Worsened,Significant,Rarely,None,Positive,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Family,A lot,Yes,Community meetings,Popular music,Frequently
MINNG0198,36-45,Female,5-10,Yes,Moderately,Worsened,Significant,Rarely,None,Positive,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Family,A lot,Yes,Community meetings,Popular music,Frequently
MINNG0199,36-45,Female,<5,Yes,Moderately,Worsened,Significant,Rarely,None,Positive,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Family,A lot,Yes,Sports events,International music,Frequently
MINNG0200,36-45,Female,<5,Yes,Moderately,Worsened,Significant,Never,None,Positive,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Family,A lot,Yes,Sports events,International music,Frequently
MINNG0201,36-45,Female,<5,Yes,Moderately,Worsened,Significant,Never,None,Positive,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Family,A lot,Yes,Sports events,International music,Frequently
MINNG0202,36-45,Female,<5,Yes,A lot,Worsened,Significant,Never,None,Positive,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Family,A lot,Yes,Sports events,International music,Frequently
MINNG0203,36-45,Female,<5,Yes,Moderately,Worsened,Significant,Never,None,Positive,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Family,A lot,Yes,Sports events,International music,Frequently
MINNG0204,36-45,Female,<5,Yes,A lot,Worsened,Significant,Always,None,Positive,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Family,A lot,Yes,Sports events,International music,Frequently
MINNG0205,36-45,Female,<5,Yes,Moderately,Worsened,Significant,Always,None,Positive,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Family,A lot,Yes,Religious events,International music,Frequently
MINNG0206,36-45,Female,<5,Yes,Moderately,Worsened,Significant,Always,None,Positive,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Family,A lot,Yes,Religious events,International music,Frequently
MINNG0207,36-45,Female,5-10,Yes,Moderately,Worsened,Significant,Always,None,Negative,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Family,A lot,Yes,Religious events,International music,Frequently
MINNG0208,36-45,Female,5-10,Yes,Moderately,Worsened,Significant,Always,None,Negative,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Family,A lot,Yes,Religious events,International music,Frequently
